,Team_Name,Division_id,Conference_id,Date,Team Played,Win,Total Wins
320,Charlotte Hornets,Southeast,East,2017-03-29,Toronto Raptors,1.0,34.0
321,Charlotte Hornets,Southeast,East,2017-03-31,Denver Nuggets,1.0,35.0
322,Charlotte Hornets,Southeast,East,2017-04-02,Oklahoma City Thunder,1.0,36.0
323,Charlotte Hornets,Southeast,East,2017-04-04,Washington Wizards,0.0,36.0
324,Charlotte Hornets,Southeast,East,2017-04-05,Miami Heat,0.0,36.0
325,Charlotte Hornets,Southeast,East,2017-04-08,Boston Celtics,0.0,36.0
326,Charlotte Hornets,Southeast,East,2017-04-10,Milwaukee Bucks,0.0,36.0
327,Charlotte Hornets,Southeast,East,2017-04-11,Atlanta Hawks,0.0,36.0
328,Chicago Bulls,Central,East,2016-10-27,Boston Celtics,1.0,1.0
329,Chicago Bulls,Central,East,2016-10-29,Indiana Pacers,1.0,2.0
330,Chicago Bulls,Central,East,2016-10-31,Brooklyn Nets,1.0,3.0
331,Chicago Bulls,Central,East,2016-11-02,Boston Celtics,0.0,3.0
332,Chicago Bulls,Central,East,2016-11-04,New York Knicks,0.0,3.0
333,Chicago Bulls,Central,East,2016-11-05,Indiana Pacers,0.0,3.0
334,Chicago Bulls,Central,East,2016-11-07,Orlando Magic,1.0,4.0
335,Chicago Bulls,Central,East,2016-11-09,Atlanta Hawks,0.0,4.0
336,Chicago Bulls,Central,East,2016-11-10,Miami Heat,1.0,5.0
337,Chicago Bulls,Central,East,2016-11-12,Washington Wizards,1.0,6.0
338,Chicago Bulls,Central,East,2016-11-15,Portland Trail Blazers,1.0,7.0
339,Chicago Bulls,Central,East,2016-11-17,Utah Jazz,1.0,8.0
340,Chicago Bulls,Central,East,2016-11-19,LA Clippers,0.0,8.0
341,Chicago Bulls,Central,East,2016-11-20,Los Angeles Lakers,1.0,9.0
342,Chicago Bulls,Central,East,2016-11-22,Denver Nuggets,0.0,9.0
343,Chicago Bulls,Central,East,2016-11-25,Philadelphia 76ers,1.0,10.0
344,Chicago Bulls,Central,East,2016-11-30,Los Angeles Lakers,0.0,10.0
345,Chicago Bulls,Central,East,2016-12-02,Cleveland Cavaliers,1.0,11.0
346,Chicago Bulls,Central,East,2016-12-03,Dallas Mavericks,0.0,11.0
347,Chicago Bulls,Central,East,2016-12-05,Portland Trail Blazers,0.0,11.0
348,Chicago Bulls,Central,East,2016-12-06,Detroit Pistons,0.0,11.0
349,Chicago Bulls,Central,East,2016-12-08,San Antonio Spurs,1.0,12.0
350,Chicago Bulls,Central,East,2016-12-10,Miami Heat,1.0,13.0
351,Chicago Bulls,Central,East,2016-12-13,Minnesota Timberwolves,0.0,13.0
352,Chicago Bulls,Central,East,2016-12-15,Milwaukee Bucks,0.0,13.0
353,Chicago Bulls,Central,East,2016-12-16,Milwaukee Bucks,0.0,13.0
354,Chicago Bulls,Central,East,2016-12-19,Detroit Pistons,1.0,14.0
355,Chicago Bulls,Central,East,2016-12-21,Washington Wizards,0.0,14.0
356,Chicago Bulls,Central,East,2016-12-23,Charlotte Hornets,0.0,14.0
357,Chicago Bulls,Central,East,2016-12-25,San Antonio Spurs,0.0,14.0
358,Chicago Bulls,Central,East,2016-12-26,Indiana Pacers,1.0,15.0
359,Chicago Bulls,Central,East,2016-12-28,Brooklyn Nets,1.0,16.0
360,Chicago Bulls,Central,East,2016-12-30,Indiana Pacers,0.0,16.0
361,Chicago Bulls,Central,East,2016-12-31,Milwaukee Bucks,0.0,16.0
362,Chicago Bulls,Central,East,2017-01-02,Charlotte Hornets,1.0,17.0
363,Chicago Bulls,Central,East,2017-01-04,Cleveland Cavaliers,1.0,18.0
364,Chicago Bulls,Central,East,2017-01-07,Toronto Raptors,1.0,19.0
365,Chicago Bulls,Central,East,2017-01-09,Oklahoma City Thunder,0.0,19.0
366,Chicago Bulls,Central,East,2017-01-10,Washington Wizards,0.0,19.0
367,Chicago Bulls,Central,East,2017-01-12,New York Knicks,0.0,19.0
368,Chicago Bulls,Central,East,2017-01-14,New Orleans Pelicans,1.0,20.0
369,Chicago Bulls,Central,East,2017-01-15,Memphis Grizzlies,1.0,21.0
370,Chicago Bulls,Central,East,2017-01-17,Dallas Mavericks,0.0,21.0
371,Chicago Bulls,Central,East,2017-01-20,Atlanta Hawks,0.0,21.0
372,Chicago Bulls,Central,East,2017-01-21,Sacramento Kings,1.0,22.0
373,Chicago Bulls,Central,East,2017-01-24,Orlando Magic,1.0,23.0
374,Chicago Bulls,Central,East,2017-01-25,Atlanta Hawks,0.0,23.0
375,Chicago Bulls,Central,East,2017-01-27,Miami Heat,0.0,23.0
376,Chicago Bulls,Central,East,2017-01-29,Philadelphia 76ers,1.0,24.0
377,Chicago Bulls,Central,East,2017-02-01,Oklahoma City Thunder,1.0,25.0
378,Chicago Bulls,Central,East,2017-02-03,Houston Rockets,0.0,25.0
379,Chicago Bulls,Central,East,2017-02-06,Sacramento Kings,1.0,26.0
380,Chicago Bulls,Central,East,2017-02-08,Golden State Warriors,0.0,26.0
381,Chicago Bulls,Central,East,2017-02-10,Phoenix Suns,0.0,26.0
382,Chicago Bulls,Central,East,2017-02-12,Minnesota Timberwolves,0.0,26.0
383,Chicago Bulls,Central,East,2017-02-14,Toronto Raptors,1.0,27.0
384,Chicago Bulls,Central,East,2017-02-16,Boston Celtics,1.0,28.0
385,Chicago Bulls,Central,East,2017-02-24,Phoenix Suns,1.0,29.0
386,Chicago Bulls,Central,East,2017-02-25,Cleveland Cavaliers,1.0,30.0
387,Chicago Bulls,Central,East,2017-02-28,Denver Nuggets,0.0,30.0
388,Chicago Bulls,Central,East,2017-03-02,Golden State Warriors,1.0,31.0
389,Chicago Bulls,Central,East,2017-03-04,LA Clippers,0.0,31.0
390,Chicago Bulls,Central,East,2017-03-06,Detroit Pistons,0.0,31.0
391,Chicago Bulls,Central,East,2017-03-08,Orlando Magic,0.0,31.0
392,Chicago Bulls,Central,East,2017-03-10,Houston Rockets,0.0,31.0
393,Chicago Bulls,Central,East,2017-03-12,Boston Celtics,0.0,31.0
394,Chicago Bulls,Central,East,2017-03-13,Charlotte Hornets,1.0,32.0
395,Chicago Bulls,Central,East,2017-03-15,Memphis Grizzlies,0.0,32.0
396,Chicago Bulls,Central,East,2017-03-17,Washington Wizards,0.0,32.0
397,Chicago Bulls,Central,East,2017-03-18,Utah Jazz,1.0,33.0
398,Chicago Bulls,Central,East,2017-03-21,Toronto Raptors,0.0,33.0
399,Chicago Bulls,Central,East,2017-03-22,Detroit Pistons,1.0,34.0
400,Chicago Bulls,Central,East,2017-03-24,Philadelphia 76ers,0.0,34.0
401,Chicago Bulls,Central,East,2017-03-26,Milwaukee Bucks,1.0,35.0
402,Chicago Bulls,Central,East,2017-03-30,Cleveland Cavaliers,1.0,36.0
403,Chicago Bulls,Central,East,2017-04-01,Atlanta Hawks,1.0,37.0
404,Chicago Bulls,Central,East,2017-04-02,New Orleans Pelicans,1.0,38.0
405,Chicago Bulls,Central,East,2017-04-04,New York Knicks,0.0,38.0
406,Chicago Bulls,Central,East,2017-04-06,Philadelphia 76ers,1.0,39.0
407,Chicago Bulls,Central,East,2017-04-08,Brooklyn Nets,0.0,39.0
408,Chicago Bulls,Central,East,2017-04-10,Orlando Magic,1.0,40.0
409,Chicago Bulls,Central,East,2017-04-12,Brooklyn Nets,1.0,41.0
410,Cleveland Cavaliers,Central,East,2016-10-25,New York Knicks,1.0,1.0
411,Cleveland Cavaliers,Central,East,2016-10-28,Toronto Raptors,1.0,2.0
412,Cleveland Cavaliers,Central,East,2016-10-29,Orlando Magic,1.0,3.0
413,Cleveland Cavaliers,Central,East,2016-11-01,Houston Rockets,1.0,4.0
414,Cleveland Cavaliers,Central,East,2016-11-03,Boston Celtics,1.0,5.0
415,Cleveland Cavaliers,Central,East,2016-11-05,Philadelphia 76ers,1.0,6.0
416,Cleveland Cavaliers,Central,East,2016-11-08,Atlanta Hawks,0.0,6.0
417,Cleveland Cavaliers,Central,East,2016-11-11,Washington Wizards,1.0,7.0
418,Cleveland Cavaliers,Central,East,2016-11-13,Charlotte Hornets,1.0,8.0
419,Cleveland Cavaliers,Central,East,2016-11-15,Toronto Raptors,1.0,9.0
420,Cleveland Cavaliers,Central,East,2016-11-16,Indiana Pacers,0.0,9.0
421,Cleveland Cavaliers,Central,East,2016-11-18,Detroit Pistons,1.0,10.0
422,Cleveland Cavaliers,Central,East,2016-11-23,Portland Trail Blazers,1.0,11.0
423,Cleveland Cavaliers,Central,East,2016-11-25,Dallas Mavericks,1.0,12.0
424,Cleveland Cavaliers,Central,East,2016-11-27,Philadelphia 76ers,1.0,13.0
425,Cleveland Cavaliers,Central,East,2016-11-29,Milwaukee Bucks,0.0,13.0
426,Cleveland Cavaliers,Central,East,2016-12-01,LA Clippers,0.0,13.0
427,Cleveland Cavaliers,Central,East,2016-12-02,Chicago Bulls,0.0,13.0
428,Cleveland Cavaliers,Central,East,2016-12-05,Toronto Raptors,1.0,14.0
429,Cleveland Cavaliers,Central,East,2016-12-07,New York Knicks,1.0,15.0
430,Cleveland Cavaliers,Central,East,2016-12-09,Miami Heat,1.0,16.0
431,Cleveland Cavaliers,Central,East,2016-12-10,Charlotte Hornets,1.0,17.0
432,Cleveland Cavaliers,Central,East,2016-12-13,Memphis Grizzlies,1.0,18.0
433,Cleveland Cavaliers,Central,East,2016-12-14,Memphis Grizzlies,0.0,18.0
434,Cleveland Cavaliers,Central,East,2016-12-17,Los Angeles Lakers,1.0,19.0
435,Cleveland Cavaliers,Central,East,2016-12-20,Milwaukee Bucks,1.0,20.0
436,Cleveland Cavaliers,Central,East,2016-12-21,Milwaukee Bucks,1.0,21.0
437,Cleveland Cavaliers,Central,East,2016-12-23,Brooklyn Nets,1.0,22.0
438,Cleveland Cavaliers,Central,East,2016-12-25,Golden State Warriors,1.0,23.0
439,Cleveland Cavaliers,Central,East,2016-12-26,Detroit Pistons,0.0,23.0
440,Cleveland Cavaliers,Central,East,2016-12-29,Boston Celtics,1.0,24.0
441,Cleveland Cavaliers,Central,East,2016-12-31,Charlotte Hornets,1.0,25.0
442,Cleveland Cavaliers,Central,East,2017-01-02,New Orleans Pelicans,1.0,26.0
443,Cleveland Cavaliers,Central,East,2017-01-04,Chicago Bulls,0.0,26.0
444,Cleveland Cavaliers,Central,East,2017-01-06,Brooklyn Nets,1.0,27.0
445,Cleveland Cavaliers,Central,East,2017-01-08,Phoenix Suns,1.0,28.0
446,Cleveland Cavaliers,Central,East,2017-01-10,Utah Jazz,0.0,28.0
447,Cleveland Cavaliers,Central,East,2017-01-11,Portland Trail Blazers,0.0,28.0
448,Cleveland Cavaliers,Central,East,2017-01-13,Sacramento Kings,1.0,29.0
449,Cleveland Cavaliers,Central,East,2017-01-16,Golden State Warriors,0.0,29.0
450,Cleveland Cavaliers,Central,East,2017-01-19,Phoenix Suns,1.0,30.0
451,Cleveland Cavaliers,Central,East,2017-01-21,San Antonio Spurs,0.0,30.0
452,Cleveland Cavaliers,Central,East,2017-01-23,New Orleans Pelicans,0.0,30.0
453,Cleveland Cavaliers,Central,East,2017-01-25,Sacramento Kings,0.0,30.0
454,Cleveland Cavaliers,Central,East,2017-01-27,Brooklyn Nets,1.0,31.0
455,Cleveland Cavaliers,Central,East,2017-01-29,Oklahoma City Thunder,1.0,32.0
456,Cleveland Cavaliers,Central,East,2017-01-30,Dallas Mavericks,0.0,32.0
457,Cleveland Cavaliers,Central,East,2017-02-01,Minnesota Timberwolves,1.0,33.0
458,Cleveland Cavaliers,Central,East,2017-02-04,New York Knicks,1.0,34.0
459,Cleveland Cavaliers,Central,East,2017-02-06,Washington Wizards,1.0,35.0
460,Cleveland Cavaliers,Central,East,2017-02-08,Indiana Pacers,1.0,36.0
461,Cleveland Cavaliers,Central,East,2017-02-09,Oklahoma City Thunder,0.0,36.0
462,Cleveland Cavaliers,Central,East,2017-02-11,Denver Nuggets,1.0,37.0
463,Cleveland Cavaliers,Central,East,2017-02-14,Minnesota Timberwolves,1.0,38.0
464,Cleveland Cavaliers,Central,East,2017-02-15,Indiana Pacers,1.0,39.0
465,Cleveland Cavaliers,Central,East,2017-02-23,New York Knicks,1.0,40.0
466,Cleveland Cavaliers,Central,East,2017-02-25,Chicago Bulls,0.0,40.0
467,Cleveland Cavaliers,Central,East,2017-02-27,Milwaukee Bucks,1.0,41.0
468,Cleveland Cavaliers,Central,East,2017-03-01,Boston Celtics,0.0,41.0
469,Cleveland Cavaliers,Central,East,2017-03-03,Atlanta Hawks,1.0,42.0
470,Cleveland Cavaliers,Central,East,2017-03-04,Miami Heat,0.0,42.0
471,Cleveland Cavaliers,Central,East,2017-03-06,Miami Heat,0.0,42.0
472,Cleveland Cavaliers,Central,East,2017-03-09,Detroit Pistons,0.0,42.0
473,Cleveland Cavaliers,Central,East,2017-03-11,Orlando Magic,1.0,43.0
474,Cleveland Cavaliers,Central,East,2017-03-12,Houston Rockets,0.0,43.0
475,Cleveland Cavaliers,Central,East,2017-03-14,Detroit Pistons,1.0,44.0
476,Cleveland Cavaliers,Central,East,2017-03-16,Utah Jazz,1.0,45.0
477,Cleveland Cavaliers,Central,East,2017-03-18,LA Clippers,0.0,45.0
478,Cleveland Cavaliers,Central,East,2017-03-19,Los Angeles Lakers,1.0,46.0
479,Cleveland Cavaliers,Central,East,2017-03-22,Denver Nuggets,0.0,46.0
480,Cleveland Cavaliers,Central,East,2017-03-24,Charlotte Hornets,1.0,47.0
481,Cleveland Cavaliers,Central,East,2017-03-25,Washington Wizards,0.0,47.0
482,Cleveland Cavaliers,Central,East,2017-03-27,San Antonio Spurs,0.0,47.0
483,Cleveland Cavaliers,Central,East,2017-03-30,Chicago Bulls,0.0,47.0
484,Cleveland Cavaliers,Central,East,2017-03-31,Philadelphia 76ers,1.0,48.0
485,Cleveland Cavaliers,Central,East,2017-04-02,Indiana Pacers,1.0,49.0
486,Cleveland Cavaliers,Central,East,2017-04-04,Orlando Magic,1.0,50.0
487,Cleveland Cavaliers,Central,East,2017-04-05,Boston Celtics,1.0,51.0
488,Cleveland Cavaliers,Central,East,2017-04-07,Atlanta Hawks,0.0,51.0
489,Cleveland Cavaliers,Central,East,2017-04-09,Atlanta Hawks,0.0,51.0
490,Cleveland Cavaliers,Central,East,2017-04-10,Miami Heat,0.0,51.0
491,Cleveland Cavaliers,Central,East,2017-04-12,Toronto Raptors,0.0,51.0
492,Dallas Mavericks,Southwest,West,2016-10-26,Indiana Pacers,0.0,0.0
493,Dallas Mavericks,Southwest,West,2016-10-28,Houston Rockets,0.0,0.0
494,Dallas Mavericks,Southwest,West,2016-10-30,Houston Rockets,0.0,0.0
495,Dallas Mavericks,Southwest,West,2016-11-02,Utah Jazz,0.0,0.0
496,Dallas Mavericks,Southwest,West,2016-11-04,Portland Trail Blazers,0.0,0.0
497,Dallas Mavericks,Southwest,West,2016-11-06,Milwaukee Bucks,1.0,1.0
498,Dallas Mavericks,Southwest,West,2016-11-08,Los Angeles Lakers,1.0,2.0
499,Dallas Mavericks,Southwest,West,2016-11-09,Golden State Warriors,0.0,2.0
500,Dallas Mavericks,Southwest,West,2016-11-14,New York Knicks,0.0,2.0
501,Dallas Mavericks,Southwest,West,2016-11-16,Boston Celtics,0.0,2.0
502,Dallas Mavericks,Southwest,West,2016-11-18,Memphis Grizzlies,0.0,2.0
503,Dallas Mavericks,Southwest,West,2016-11-19,Orlando Magic,0.0,2.0
504,Dallas Mavericks,Southwest,West,2016-11-21,San Antonio Spurs,0.0,2.0
505,Dallas Mavericks,Southwest,West,2016-11-23,LA Clippers,0.0,2.0
506,Dallas Mavericks,Southwest,West,2016-11-25,Cleveland Cavaliers,0.0,2.0
507,Dallas Mavericks,Southwest,West,2016-11-27,New Orleans Pelicans,1.0,3.0
508,Dallas Mavericks,Southwest,West,2016-11-30,San Antonio Spurs,0.0,3.0
509,Dallas Mavericks,Southwest,West,2016-12-01,Charlotte Hornets,0.0,3.0
510,Dallas Mavericks,Southwest,West,2016-12-03,Chicago Bulls,1.0,4.0
511,Dallas Mavericks,Southwest,West,2016-12-05,Charlotte Hornets,0.0,4.0
512,Dallas Mavericks,Southwest,West,2016-12-07,Sacramento Kings,0.0,4.0
513,Dallas Mavericks,Southwest,West,2016-12-09,Indiana Pacers,1.0,5.0
514,Dallas Mavericks,Southwest,West,2016-12-10,Houston Rockets,0.0,5.0
515,Dallas Mavericks,Southwest,West,2016-12-12,Denver Nuggets,1.0,6.0
516,Dallas Mavericks,Southwest,West,2016-12-14,Detroit Pistons,0.0,6.0
517,Dallas Mavericks,Southwest,West,2016-12-16,Utah Jazz,0.0,6.0
518,Dallas Mavericks,Southwest,West,2016-12-18,Sacramento Kings,1.0,7.0
519,Dallas Mavericks,Southwest,West,2016-12-19,Denver Nuggets,0.0,7.0
520,Dallas Mavericks,Southwest,West,2016-12-21,Portland Trail Blazers,1.0,8.0
521,Dallas Mavericks,Southwest,West,2016-12-23,LA Clippers,1.0,9.0
522,Dallas Mavericks,Southwest,West,2016-12-26,New Orleans Pelicans,0.0,9.0
523,Dallas Mavericks,Southwest,West,2016-12-27,Houston Rockets,0.0,9.0
524,Dallas Mavericks,Southwest,West,2016-12-29,Los Angeles Lakers,1.0,10.0
525,Dallas Mavericks,Southwest,West,2016-12-30,Golden State Warriors,0.0,10.0
526,Dallas Mavericks,Southwest,West,2017-01-03,Washington Wizards,1.0,11.0
527,Dallas Mavericks,Southwest,West,2017-01-05,Phoenix Suns,0.0,11.0
528,Dallas Mavericks,Southwest,West,2017-01-07,Atlanta Hawks,0.0,11.0
529,Dallas Mavericks,Southwest,West,2017-01-09,Minnesota Timberwolves,0.0,11.0
530,Dallas Mavericks,Southwest,West,2017-01-12,Phoenix Suns,1.0,12.0
531,Dallas Mavericks,Southwest,West,2017-01-15,Minnesota Timberwolves,1.0,13.0
532,Dallas Mavericks,Southwest,West,2017-01-17,Chicago Bulls,1.0,14.0
533,Dallas Mavericks,Southwest,West,2017-01-19,Miami Heat,0.0,14.0
534,Dallas Mavericks,Southwest,West,2017-01-20,Utah Jazz,0.0,14.0
535,Dallas Mavericks,Southwest,West,2017-01-22,Los Angeles Lakers,1.0,15.0
536,Dallas Mavericks,Southwest,West,2017-01-25,New York Knicks,1.0,16.0
537,Dallas Mavericks,Southwest,West,2017-01-26,Oklahoma City Thunder,0.0,16.0
538,Dallas Mavericks,Southwest,West,2017-01-29,San Antonio Spurs,1.0,17.0
539,Dallas Mavericks,Southwest,West,2017-01-30,Cleveland Cavaliers,1.0,18.0
540,Dallas Mavericks,Southwest,West,2017-02-01,Philadelphia 76ers,1.0,19.0
541,Dallas Mavericks,Southwest,West,2017-02-03,Portland Trail Blazers,1.0,20.0
542,Dallas Mavericks,Southwest,West,2017-02-06,Denver Nuggets,0.0,20.0
543,Dallas Mavericks,Southwest,West,2017-02-07,Portland Trail Blazers,0.0,20.0
544,Dallas Mavericks,Southwest,West,2017-02-09,Utah Jazz,1.0,21.0
545,Dallas Mavericks,Southwest,West,2017-02-11,Orlando Magic,1.0,22.0
546,Dallas Mavericks,Southwest,West,2017-02-13,Boston Celtics,0.0,22.0
547,Dallas Mavericks,Southwest,West,2017-02-15,Detroit Pistons,0.0,22.0
548,Dallas Mavericks,Southwest,West,2017-02-24,Minnesota Timberwolves,0.0,22.0
549,Dallas Mavericks,Southwest,West,2017-02-25,New Orleans Pelicans,1.0,23.0
550,Dallas Mavericks,Southwest,West,2017-02-27,Miami Heat,1.0,24.0
551,Dallas Mavericks,Southwest,West,2017-03-01,Atlanta Hawks,0.0,24.0
552,Dallas Mavericks,Southwest,West,2017-03-03,Memphis Grizzlies,1.0,25.0
553,Dallas Mavericks,Southwest,West,2017-03-05,Oklahoma City Thunder,1.0,26.0
554,Dallas Mavericks,Southwest,West,2017-03-07,Los Angeles Lakers,1.0,27.0
555,Dallas Mavericks,Southwest,West,2017-03-10,Brooklyn Nets,1.0,28.0
556,Dallas Mavericks,Southwest,West,2017-03-11,Phoenix Suns,0.0,28.0
557,Dallas Mavericks,Southwest,West,2017-03-13,Toronto Raptors,0.0,28.0
558,Dallas Mavericks,Southwest,West,2017-03-15,Washington Wizards,1.0,29.0
559,Dallas Mavericks,Southwest,West,2017-03-17,Philadelphia 76ers,0.0,29.0
560,Dallas Mavericks,Southwest,West,2017-03-19,Brooklyn Nets,1.0,30.0
561,Dallas Mavericks,Southwest,West,2017-03-21,Golden State Warriors,0.0,30.0
562,Dallas Mavericks,Southwest,West,2017-03-23,LA Clippers,1.0,31.0
563,Dallas Mavericks,Southwest,West,2017-03-25,Toronto Raptors,0.0,31.0
564,Dallas Mavericks,Southwest,West,2017-03-27,Oklahoma City Thunder,0.0,31.0
565,Dallas Mavericks,Southwest,West,2017-03-29,New Orleans Pelicans,0.0,31.0
566,Dallas Mavericks,Southwest,West,2017-03-31,Memphis Grizzlies,0.0,31.0
567,Dallas Mavericks,Southwest,West,2017-04-02,Milwaukee Bucks,1.0,32.0
568,Dallas Mavericks,Southwest,West,2017-04-04,Sacramento Kings,0.0,32.0
569,Dallas Mavericks,Southwest,West,2017-04-05,LA Clippers,0.0,32.0
570,Dallas Mavericks,Southwest,West,2017-04-07,San Antonio Spurs,0.0,32.0
571,Dallas Mavericks,Southwest,West,2017-04-09,Phoenix Suns,0.0,32.0
572,Dallas Mavericks,Southwest,West,2017-04-11,Denver Nuggets,0.0,32.0
573,Dallas Mavericks,Southwest,West,2017-04-12,Memphis Grizzlies,1.0,33.0
574,Denver Nuggets,Northwest,West,2016-10-26,New Orleans Pelicans,1.0,1.0
575,Denver Nuggets,Northwest,West,2016-10-29,Portland Trail Blazers,0.0,1.0
576,Denver Nuggets,Northwest,West,2016-10-31,Toronto Raptors,0.0,1.0
577,Denver Nuggets,Northwest,West,2016-11-03,Minnesota Timberwolves,1.0,2.0
578,Denver Nuggets,Northwest,West,2016-11-05,Detroit Pistons,0.0,2.0
579,Denver Nuggets,Northwest,West,2016-11-06,Boston Celtics,1.0,3.0
580,Denver Nuggets,Northwest,West,2016-11-08,Memphis Grizzlies,0.0,3.0
581,Denver Nuggets,Northwest,West,2016-11-10,Golden State Warriors,0.0,3.0
582,Denver Nuggets,Northwest,West,2016-11-12,Detroit Pistons,0.0,3.0
583,Denver Nuggets,Northwest,West,2016-11-13,Portland Trail Blazers,0.0,3.0
584,Denver Nuggets,Northwest,West,2016-11-16,Phoenix Suns,1.0,4.0
585,Denver Nuggets,Northwest,West,2016-11-18,Toronto Raptors,0.0,4.0
586,Denver Nuggets,Northwest,West,2016-11-20,Utah Jazz,1.0,5.0
587,Denver Nuggets,Northwest,West,2016-11-22,Chicago Bulls,1.0,6.0
588,Denver Nuggets,Northwest,West,2016-11-23,Utah Jazz,0.0,6.0
589,Denver Nuggets,Northwest,West,2016-11-25,Oklahoma City Thunder,0.0,6.0
590,Denver Nuggets,Northwest,West,2016-11-27,Phoenix Suns,1.0,7.0
591,Denver Nuggets,Northwest,West,2016-11-30,Miami Heat,0.0,7.0
592,Denver Nuggets,Northwest,West,2016-12-02,Houston Rockets,0.0,7.0
593,Denver Nuggets,Northwest,West,2016-12-03,Utah Jazz,0.0,7.0
594,Denver Nuggets,Northwest,West,2016-12-05,Philadelphia 76ers,1.0,8.0
595,Denver Nuggets,Northwest,West,2016-12-07,Brooklyn Nets,0.0,8.0
596,Denver Nuggets,Northwest,West,2016-12-08,Washington Wizards,0.0,8.0
597,Denver Nuggets,Northwest,West,2016-12-10,Orlando Magic,1.0,9.0
598,Denver Nuggets,Northwest,West,2016-12-12,Dallas Mavericks,0.0,9.0
599,Denver Nuggets,Northwest,West,2016-12-15,Portland Trail Blazers,1.0,10.0
600,Denver Nuggets,Northwest,West,2016-12-17,New York Knicks,1.0,11.0
601,Denver Nuggets,Northwest,West,2016-12-19,Dallas Mavericks,1.0,12.0
602,Denver Nuggets,Northwest,West,2016-12-20,LA Clippers,0.0,12.0
603,Denver Nuggets,Northwest,West,2016-12-23,Atlanta Hawks,0.0,12.0
604,Denver Nuggets,Northwest,West,2016-12-26,LA Clippers,1.0,13.0
605,Denver Nuggets,Northwest,West,2016-12-28,Minnesota Timberwolves,1.0,14.0
606,Denver Nuggets,Northwest,West,2016-12-30,Philadelphia 76ers,0.0,14.0
607,Denver Nuggets,Northwest,West,2017-01-02,Golden State Warriors,0.0,14.0
608,Denver Nuggets,Northwest,West,2017-01-03,Sacramento Kings,0.0,14.0
609,Denver Nuggets,Northwest,West,2017-01-05,San Antonio Spurs,0.0,14.0
610,Denver Nuggets,Northwest,West,2017-01-07,Oklahoma City Thunder,0.0,14.0
611,Denver Nuggets,Northwest,West,2017-01-12,Indiana Pacers,1.0,15.0
612,Denver Nuggets,Northwest,West,2017-01-16,Orlando Magic,1.0,16.0
613,Denver Nuggets,Northwest,West,2017-01-17,Los Angeles Lakers,1.0,17.0
614,Denver Nuggets,Northwest,West,2017-01-19,San Antonio Spurs,0.0,17.0
615,Denver Nuggets,Northwest,West,2017-01-21,LA Clippers,1.0,18.0
616,Denver Nuggets,Northwest,West,2017-01-22,Minnesota Timberwolves,0.0,18.0
617,Denver Nuggets,Northwest,West,2017-01-24,Utah Jazz,1.0,19.0
618,Denver Nuggets,Northwest,West,2017-01-26,Phoenix Suns,1.0,20.0
619,Denver Nuggets,Northwest,West,2017-01-28,Phoenix Suns,1.0,21.0
620,Denver Nuggets,Northwest,West,2017-01-31,Los Angeles Lakers,0.0,21.0
621,Denver Nuggets,Northwest,West,2017-02-01,Memphis Grizzlies,0.0,21.0
622,Denver Nuggets,Northwest,West,2017-02-03,Milwaukee Bucks,1.0,22.0
623,Denver Nuggets,Northwest,West,2017-02-04,San Antonio Spurs,0.0,22.0
624,Denver Nuggets,Northwest,West,2017-02-06,Dallas Mavericks,1.0,23.0
625,Denver Nuggets,Northwest,West,2017-02-08,Atlanta Hawks,0.0,23.0
626,Denver Nuggets,Northwest,West,2017-02-10,New York Knicks,1.0,24.0
627,Denver Nuggets,Northwest,West,2017-02-11,Cleveland Cavaliers,0.0,24.0
628,Denver Nuggets,Northwest,West,2017-02-13,Golden State Warriors,1.0,25.0
629,Denver Nuggets,Northwest,West,2017-02-15,Minnesota Timberwolves,0.0,25.0
630,Denver Nuggets,Northwest,West,2017-02-23,Sacramento Kings,0.0,25.0
631,Denver Nuggets,Northwest,West,2017-02-24,Brooklyn Nets,1.0,26.0
632,Denver Nuggets,Northwest,West,2017-02-26,Memphis Grizzlies,0.0,26.0
633,Denver Nuggets,Northwest,West,2017-02-28,Chicago Bulls,1.0,27.0
634,Denver Nuggets,Northwest,West,2017-03-01,Milwaukee Bucks,1.0,28.0
635,Denver Nuggets,Northwest,West,2017-03-04,Charlotte Hornets,0.0,28.0
636,Denver Nuggets,Northwest,West,2017-03-06,Sacramento Kings,1.0,29.0
637,Denver Nuggets,Northwest,West,2017-03-08,Washington Wizards,0.0,29.0
638,Denver Nuggets,Northwest,West,2017-03-10,Boston Celtics,1.0,30.0
639,Denver Nuggets,Northwest,West,2017-03-11,Sacramento Kings,1.0,31.0
640,Denver Nuggets,Northwest,West,2017-03-13,Los Angeles Lakers,1.0,32.0
641,Denver Nuggets,Northwest,West,2017-03-16,LA Clippers,1.0,33.0
642,Denver Nuggets,Northwest,West,2017-03-18,Houston Rockets,0.0,33.0
643,Denver Nuggets,Northwest,West,2017-03-20,Houston Rockets,0.0,33.0
644,Denver Nuggets,Northwest,West,2017-03-22,Cleveland Cavaliers,1.0,34.0
645,Denver Nuggets,Northwest,West,2017-03-24,Indiana Pacers,1.0,35.0
646,Denver Nuggets,Northwest,West,2017-03-26,New Orleans Pelicans,0.0,35.0
647,Denver Nuggets,Northwest,West,2017-03-28,Portland Trail Blazers,0.0,35.0
